year,month,day,hour,min,sec,pH_tot
2018,6,22,8,50,0,7.90480000015982
2018,6,22,9,0,0,7.8874666666812
2018,6,22,9,10,0,7.87013333320258
2018,6,22,9,20,0,7.85859999999832
2018,6,22,9,30,0,7.86060000001509
2018,6,22,9,40,0,7.86259999999832
2018,6,22,9,50,0,7.86460000001509
2018,6,22,10,0,0,7.86659999999832
2018,6,22,10,10,0,7.86860000001509
2018,6,22,10,20,0,7.87004999999972
2018,6,22,10,30,0,7.87021666666732
2018,6,22,10,40,0,7.87038333333492
2018,6,22,10,50,0,7.87054999999972
2018,6,22,11,0,0,7.87071666666732
2018,6,22,11,10,0,7.87088333333212
2018,6,22,11,20,0,7.87549999998743
2018,6,22,11,30,0,7.8904999998617
2018,6,22,11,40,0,7.90549999998743
2018,6,22,11,50,0,7.9204999998617
2018,6,22,12,0,0,7.93549999998743
2018,6,22,12,10,0,7.95050000011316
2018,6,22,12,20,0,7.96434999999064
2018,6,22,12,30,0,7.9755166667509
2018,6,22,12,40,0,7.98668333332397
2018,6,22,12,50,0,7.99785000008424
2018,6,22,13,0,0,8.00901666665731
2018,6,22,13,10,0,8.02018333341757
2018,6,22,13,20,0,8.02685000000643
2018,6,22,13,30,0,8.02301666665167
2018,6,22,13,40,0,8.01918333329692
2018,6,22,13,50,0,8.01535000000643
2018,6,22,14,0,0,8.01151666665167
2018,6,22,14,10,0,8.00768333336118
2018,6,22,14,20,0,8.00649999999581
2018,6,22,14,30,0,8.0114999999539
2018,6,22,14,40,0,8.01649999999581
2018,6,22,14,50,0,8.0214999999539
2018,6,22,15,0,0,8.02649999999581
2018,6,22,15,10,0,8.03150000003772
2018,6,22,15,20,0,8.03584999999762
2018,6,22,15,30,0,8.03868333335471
2018,6,22,15,40,0,8.04151666666429
2018,6,22,15,50,0,8.04435000002137
2018,6,22,16,0,0,8.04718333333096
2018,6,22,16,10,0,8.05001666668804
2018,6,22,16,20,0,8.05249999999721
2018,6,22,16,30,0,8.05416666667319
2018,6,22,16,40,0,8.05583333334916
2018,6,22,16,50,0,8.05749999999721
2018,6,22,17,0,0,8.05916666667319
2018,6,22,17,10,0,8.06083333332123
2018,6,22,17,20,0,8.06239999999888
2018,6,22,17,30,0,8.06373333332104
2018,6,22,17,40,0,8.06506666666555
2018,6,22,17,50,0,8.06639999998771
